County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,OBJECTID,FID_1,COUNT,AREA,MeanDeltaTimesTen,RF_minus_avg_rec_mean,STDDeltaTimesTen,RF_minus_avg_rec_STD,MEANRFtimesTen,MeanRF,STDRFtimesTen,STDRF,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
1588,Taney County,Missouri,3796,Other Hay/Non Alfalfa,Taney,6.1,6.5,Range of 7 different hay types in MO. pH recommendations are higher in Ozark region: https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/agguides/soils/g09112.pdf#page=1.53,"""September 2024""",1553,1588,350827,315744300,2.235523492,0.223552349,3.472045752,0.347204575,63.23552349,6.323552349,3.472045752,0.347204575,350827,95506,27.22310427,8595.54,21240.02313,350827,164492,46.88692717,14804.28,36582.14023
1589,Texas County,Missouri,37329,Other Hay/Non Alfalfa,Texas,6.1,6.5,Range of 7 different hay types in MO. pH recommendations are higher in Ozark region: https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/agguides/soils/g09112.pdf#page=1.53,"""September 2024""",1554,1589,1262436,1136192400,-3.90774265,-0.390774265,1.780336765,0.178033676,57.09225735,5.709225735,1.780336765,0.178033676,1262436,1262436,100,113619.24,280759.0082,1262436,1262436,100,113619.24,280759.0082
1590,Vernon County,Missouri,372274,Soybeans,Vernon,6.75,7,MSU Extension states recommended pH values in soil salt pH and explains that salt pH is generally 0.5 pH lower than regular pH. Salt pH recommendation for corn and soybeans 6-6.5 so increased by 0.5,"""September 2024""",1555,1590,1700360,1530324000,-6.480724082,-0.648072408,1.679453134,0.167945313,61.01927592,6.101927592,1.679453134,0.167945313,1700360,1700360,100,153032.4,378150.9615,1700360,1700360,100,153032.4,378150.9615
1591,Warren County,Missouri,152295,Soybeans,Warren,6.75,7,MSU Extension states recommended pH values in soil salt pH and explains that salt pH is generally 0.5 pH lower than regular pH. Salt pH recommendation for corn and soybeans 6-6.5 so increased by 0.5,"""September 2024""",1556,1591,447963,403166700,-2.765626849,-0.276562685,3.378757891,0.337875789,64.73437315,6.473437315,3.378757891,0.337875789,447963,351887,78.55269297,31669.83,78257.78505,447963,432774,96.60931818,38949.66,96246.62084
1592,Washington County,Missouri,8237,Other Hay/Non Alfalfa,Washington,6.1,6.5,Range of 7 different hay types in MO. pH recommendations are higher in Ozark region: https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/agguides/soils/g09112.pdf#page=1.53,"""September 2024""",1557,1592,280082,252073800,-4.085849858,-0.408584986,3.237400477,0.323740048,56.91415014,5.691415014,3.237400477,0.323740048,280082,264196,94.32808963,23777.64,58755.77608,280082,273351,97.59677523,24601.59,60791.79907
1593,Wayne County,Missouri,14205,Soybeans,Wayne,6.75,7,MSU Extension states recommended pH values in soil salt pH and explains that salt pH is generally 0.5 pH lower than regular pH. Salt pH recommendation for corn and soybeans 6-6.5 so increased by 0.5,"""September 2024""",1558,1593,250049,225044100,-11.57440142,-1.157440142,3.390135501,0.33901355,55.92559858,5.592559858,3.390135501,0.33901355,250049,250049,100,22504.41,55609.55902,250049,250049,100,22504.41,55609.55902
1594,Webster County,Missouri,38629,Other Hay/Non Alfalfa,Webster,6.1,6.5,Range of 7 different hay types in MO. pH recommendations are higher in Ozark region: https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/agguides/soils/g09112.pdf#page=1.53,"""September 2024""",1559,1594,913223,821900700,-3.854529507,-0.385452951,1.537231518,0.153723152,57.14547049,5.714547049,1.537231518,0.153723152,913223,908421,99.47417005,81757.89,202027.9674,913223,913223,100,82190.07,203095.9065
1595,Worth County,Missouri,112329,Soybeans,Worth,6.75,7,MSU Extension states recommended pH values in soil salt pH and explains that salt pH is generally 0.5 pH lower than regular pH. Salt pH recommendation for corn and soybeans 6-6.5 so increased by 0.5,"""September 2024""",1560,1595,573605,516244500,-4.734140218,-0.473414022,1.614535288,0.161453529,62.76585978,6.276585978,1.614535288,0.161453529,573605,573605,100,51624.45,127566.6813,573605,573605,100,51624.45,127566.6813
1596,Wright County,Missouri,16948,Other Hay/Non Alfalfa,Wright,6.1,6.5,Range of 7 different hay types in MO. pH recommendations are higher in Ozark region: https://extension.missouri.edu/media/wysiwyg/Extensiondata/Pub/pdf/agguides/soils/g09112.pdf#page=1.53,"""September 2024""",1561,1596,971032,873928800,-3.696862719,-0.369686272,1.447000776,0.144700078,57.30313728,5.730313728,1.447000776,0.144700078,971032,955002,98.34917902,85950.18,212387.3324,971032,971032,100,87392.88,215952.3186
1597,St. Louis city,Missouri,71,Soybeans,St.,6.75,7,MSU Extension states recommended pH values in soil salt pH and explains that salt pH is generally 0.5 pH lower than regular pH. Salt pH recommendation for corn and soybeans 6-6.5 so increased by 0.5,"""September 2024""",1562,1597,435,391500,-2.844827586,-0.284482759,6.891319855,0.689131985,64.65517241,6.465517241,6.891319855,0.689131985,435,184,42.29885057,16.56,40.92061499,435,184,42.29885057,16.56,40.92061499
1598,Beaverhead County,Montana,169863,Alfalfa,Beaverhead,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1563,1598,630847,567762300,9.572207683,0.957220768,4.409748245,0.440974824,77.07220768,7.707220768,4.409748245,0.440974824,630847,25045,3.970059301,2254.05,5569.873927,630847,45933,7.281163261,4133.97,10215.25331
1599,Big Horn County,Montana,547707,Winter Wheat,Big Horn,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1564,1599,1396620,1256958000,5.963038622,0.596303862,2.435048341,0.243504834,70.96303862,7.096303862,2.435048341,0.243504834,1396620,12506,0.895447581,1125.54,2781.267452,1396620,12506,0.895447581,1125.54,2781.267452
1600,Blaine County,Montana,1149452,Spring Wheat,Blaine,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1565,1600,2518916,2267024400,7.928539499,0.79285395,1.491755938,0.149175594,72.9285395,7.29285395,1.491755938,0.149175594,2518916,902,0.035809054,81.18,200.5999713,2518916,69642,2.764760715,6267.78,15488.00799
1601,Broadwater County,Montana,167186,Alfalfa,Broadwater,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1566,1601,461309,415178100,8.418054926,0.841805493,3.612637948,0.361263795,75.91805493,7.591805493,3.612637948,0.361263795,461309,6224,1.349204113,560.16,1384.184281,461309,21676,4.698802755,1950.84,4820.626362
1602,Carbon County,Montana,238222,Alfalfa,Carbon,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1567,1602,467097,420387300,4.938964498,0.49389645,2.360013021,0.236001302,72.4389645,7.24389645,2.360013021,0.236001302,467097,12750,2.729625752,1147.5,2835.531746,467097,58094,12.43724537,5228.46,12919.79461
1603,Carter County,Montana,537064,Alfalfa,Carter,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1568,1603,619725,557752500,2.998667958,0.299866796,2.266659839,0.226665984,70.49866796,7.049866796,2.266659839,0.226665984,619725,67542,10.89870507,6078.78,15020.97923,619725,199784,32.23752471,17980.56,44430.8921
1604,Cascade County,Montana,681876,Winter Wheat,Cascade,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1569,1604,1649299,1484369100,7.386771592,0.738677159,2.656067607,0.265606761,72.38677159,7.238677159,2.656067607,0.265606761,1649299,21204,1.28563711,1908.36,4715.656089,1649299,21204,1.28563711,1908.36,4715.656089
1605,Chouteau County,Montana,2271074,Winter Wheat,Chouteau,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1570,1605,5559292,5003362800,7.703984428,0.770398443,1.721007413,0.172100741,72.70398443,7.270398443,1.721007413,0.172100741,5559292,11911,0.214253901,1071.99,2648.942637,5559292,11911,0.214253901,1071.99,2648.942637
1606,Custer County,Montana,369876,Alfalfa,Custer,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1571,1606,471554,424398600,5.430692985,0.543069299,1.889455097,0.18894551,72.93069299,7.293069299,1.889455097,0.18894551,471554,3771,0.799696323,339.39,838.6502127,471554,19054,4.040682509,1714.86,4237.507598
1607,Daniels County,Montana,763221,Spring Wheat,Daniels,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1572,1607,2165969,1949372100,7.010257765,0.701025776,1.500957517,0.150095752,72.01025776,7.201025776,1.500957517,0.150095752,2165969,0,0,0,0,2165969,159082,7.344611119,14317.38,35378.98519
1608,Dawson County,Montana,1017474,Spring Wheat,Dawson,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1573,1608,1726361,1553724900,8.334158383,0.833415838,1.381217886,0.138121789,73.33415838,7.333415838,1.381217886,0.138121789,1726361,0,0,0,0,1726361,3441,0.199320999,309.69,765.2599793
1609,Deer Lodge County,Montana,22500,Alfalfa,Deer Lodge,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1574,1609,57889,52100100,1.730613761,0.173061376,2.895143652,0.289514365,69.23061376,6.923061376,2.895143652,0.289514365,57889,10801,18.65812158,972.09,2402.084579,57889,10801,18.65812158,972.09,2402.084579
1610,Fallon County,Montana,607853,Alfalfa,Fallon,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1575,1610,599548,539593200,3.51194233,0.351194233,1.736695029,0.173669503,71.01194233,7.101194233,1.736695029,0.173669503,599548,9050,1.509470468,814.5,2012.671553,599548,108053,18.02241022,9724.77,24030.40876
1611,Fergus County,Montana,1399053,Alfalfa,Fergus,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1576,1611,2004406,1803965400,3.255333999,0.3255334,2.143273879,0.214327388,70.755334,7.0755334,2.143273879,0.214327388,2004406,179660,8.963253952,16169.4,39955.42223,2004406,571108,28.49263073,51399.72,127011.3619
1612,Flathead County,Montana,108464,Alfalfa,Flathead,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1577,1612,429754,386778600,-0.382909758,-0.038290976,5.24737933,0.524737933,67.11709024,6.711709024,5.24737933,0.524737933,429754,263398,61.29041265,23705.82,58578.30515,429754,263421,61.29576455,23707.89,58583.42023
1613,Gallatin County,Montana,291825,Alfalfa,Gallatin,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1578,1613,1118293,1006463700,5.10218297,0.510218297,2.963064863,0.296306486,72.60218297,7.260218297,2.963064863,0.296306486,1118293,31060,2.777447413,2795.4,6907.577727,1118293,200710,17.94789022,18063.9,44636.82954
1614,Garfield County,Montana,492342,Spring Wheat,Garfield,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1579,1614,1164125,1047712500,7.739265972,0.773926597,2.240322027,0.224032203,72.73926597,7.273926597,2.240322027,0.224032203,1164125,75,0.006442607,6.75,16.6795985,1164125,112786,9.688478471,10150.74,25083.00262
1615,Glacier County,Montana,483034,Winter Wheat,Glacier,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1580,1615,1802201,1621980900,7.623872698,0.76238727,1.859966274,0.185996627,72.6238727,7.26238727,1.859966274,0.185996627,1802201,5069,0.281267184,456.21,1127.318464,1802201,5069,0.281267184,456.21,1127.318464
1616,Golden Valley County,Montana,242873,Alfalfa,Golden Valley,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1581,1616,354930,319437000,6.397627701,0.63976277,1.500060858,0.150006086,73.8976277,7.38976277,1.500060858,0.150006086,354930,352,0.099174485,31.68,78.28291564,354930,5887,1.658636914,529.83,1309.237285
1617,Granite County,Montana,61642,Other Hay/Non Alfalfa,Granite,6.2,6.5,Took values from Wyoming; Average of Bromegrass (5.8-6.5) and Birdsfoot Trefoil (6-6.5) https://www.uwyo.edu/plantsciences/uwplant/forages/grasses/smooth-bromegrass.html https://www.wyoextension.org/publications/html/B1321/,"""September 2024""",1582,1617,159920,143928000,4.166683342,0.416668334,3.186541241,0.318654124,66.16668334,6.616668334,3.186541241,0.318654124,159920,19517,12.20422711,1756.53,4340.47632,159920,50383,31.50512756,4534.47,11204.90949
1618,Hill County,Montana,1544641,Winter Wheat,Hill,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1583,1618,5135015,4621513500,8.932326196,0.89323262,2.335630668,0.233563067,73.9323262,7.39323262,2.335630668,0.233563067,5135015,3989,0.077682344,359.01,887.1322457,5135015,3989,0.077682344,359.01,887.1322457
1619,Jefferson County,Montana,52310,Alfalfa,Jefferson,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1584,1619,175960,158364000,5.597107297,0.55971073,5.86179762,0.586179762,73.0971073,7.30971073,5.86179762,0.586179762,175960,33395,18.97874517,3005.55,7426.869227,175960,33395,18.97874517,3005.55,7426.869227
1620,Judith Basin County,Montana,677591,Alfalfa,Judith Basin,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1585,1620,1032055,928849500,5.191305211,0.519130521,1.96387698,0.196387698,72.69130521,7.269130521,1.96387698,0.196387698,1032055,40510,3.925178406,3645.9,9009.207138,1032055,49152,4.76253688,4423.68,10931.14168
1621,Lake County,Montana,349925,Alfalfa,Lake,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1586,1621,739676,665708400,5.449148005,0.544914801,4.51190962,0.451190962,72.94914801,7.294914801,4.51190962,0.451190962,739676,95337,12.88902168,8580.33,21202.43843,739676,95337,12.88902168,8580.33,21202.43843
1622,Lewis and Clark County,Montana,140409,Alfalfa,Lewis and Clark,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1587,1622,294478,265030200,3.467169025,0.346716902,2.843130359,0.284313036,70.96716902,7.096716902,2.843130359,0.284313036,294478,27204,9.238041551,2448.36,6050.023969,294478,81193,27.57183898,7307.37,18056.88855
1623,Liberty County,Montana,686619,Winter Wheat,Liberty,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1588,1623,2635206,2371685400,8.325400747,0.832540075,2.584136094,0.258413609,73.32540075,7.332540075,2.584136094,0.258413609,2635206,0,0,0,0,2635206,0,0,0,0
1624,Lincoln County,Montana,1543,Alfalfa,Lincoln,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1589,1624,27504,24753600,-3.46324171,-0.346324171,4.104704365,0.410470437,64.03675829,6.403675829,4.104704365,0.410470437,27504,27504,100,2475.36,6116.742363,27504,27504,100,2475.36,6116.742363
1625,McCone County,Montana,1208662,Spring Wheat,Madison,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1590,1625,2090312,1881280800,7.890345078,0.789034508,1.285030013,0.128503001,72.89034508,7.289034508,1.285030013,0.128503001,2090312,0,0,0,0,2090312,0,0,0,0
1626,Madison County,Montana,235297,Alfalfa,McCone,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1591,1626,643350,579015000,8.27233854,0.827233854,4.67086822,0.467086822,75.77233854,7.577233854,4.67086822,0.467086822,643350,37023,5.75472138,3332.07,8233.717005,643350,70406,10.94365431,6336.54,15657.9175
1627,Meagher County,Montana,187049,Alfalfa,Meagher,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1592,1627,318550,286695000,3.592688746,0.359268875,3.671841663,0.367184166,71.09268875,7.109268875,3.671841663,0.367184166,318550,63720,20.00313922,5734.8,14170.98689,318550,90785,28.49945064,8170.65,20190.098
1628,Mineral County,Montana,5642,Alfalfa,Mineral,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1593,1628,10890,9801000,-3.218365473,-0.321836547,2.106643192,0.210664319,64.28163453,6.428163453,2.106643192,0.210664319,10890,10890,100,980.1,2421.877703,10890,10890,100,980.1,2421.877703
1629,Missoula County,Montana,44657,Alfalfa,Missoula,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1594,1629,154594,139134600,-1.243987477,-0.124398748,4.144895563,0.414489556,66.25601252,6.625601252,4.144895563,0.414489556,154594,124168,80.31877046,11175.12,27614.29849,154594,132770,85.88302263,11949.3,29527.33724
1630,Musselshell County,Montana,228337,Alfalfa,Musselshell,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1595,1630,312642,281377800,4.364749458,0.436474946,2.285590433,0.228559043,71.86474946,7.186474946,2.285590433,0.228559043,312642,939,0.300343524,84.51,208.8285733,312642,80893,25.87400285,7280.37,17990.17016
1631,Park County,Montana,188533,Alfalfa,Park,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1596,1631,358029,322226100,1.528695999,0.1528696,3.060894762,0.306089476,69.028696,6.9028696,3.060894762,0.306089476,358029,87856,24.53879434,7907.04,19538.70408,358029,173142,48.35976974,15582.78,38505.85392
1632,Petroleum County,Montana,244226,Alfalfa,Petroleum,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1597,1632,329976,296978400,4.72776505,0.472776505,1.500550305,0.15005503,72.22776505,7.222776505,1.500550305,0.15005503,329976,0,0,0,0,329976,18488,5.602831721,1663.92,4111.632228
1633,Phillips County,Montana,847515,Spring Wheat,Phillips,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1598,1633,1790578,1611520200,8.788965909,0.878896591,1.448142478,0.144814248,73.78896591,7.378896591,1.448142478,0.144814248,1790578,71,0.0039652,6.39,15.79001992,1790578,13581,0.75847017,1222.29,3020.341697
1634,Pondera County,Montana,548685,Winter Wheat,Pondera,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1599,1634,2370060,2133054000,9.413098403,0.94130984,1.191994981,0.119199498,74.4130984,7.44130984,1.191994981,0.119199498,2370060,1,4.2193E-05,0.09,0.222394647,2370060,1,4.2193E-05,0.09,0.222394647
1635,Powder River County,Montana,570645,Alfalfa,Powder River,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1600,1635,379169,341252100,2.839078353,0.283907835,2.380420216,0.238042022,70.33907835,7.033907835,2.380420216,0.238042022,379169,53167,14.02197964,4785.03,11824.05618,379169,127404,33.60084817,11466.36,28333.96757
1636,Powell County,Montana,78329,Alfalfa,Powell,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1601,1636,264834,238350600,1.470426758,0.147042676,4.52973924,0.452973924,68.97042676,6.897042676,4.52973924,0.452973924,264834,66183,24.99037133,5956.47,14718.7449,264834,122049,46.08509481,10984.41,27143.04424
1637,Prairie County,Montana,197683,Other Hay/Non Alfalfa,Prairie,6.2,6.5,Took values from Wyoming; Average of Bromegrass (5.8-6.5) and Birdsfoot Trefoil (6-6.5) https://www.uwyo.edu/plantsciences/uwplant/forages/grasses/smooth-bromegrass.html https://www.wyoextension.org/publications/html/B1321/,"""September 2024""",1602,1637,361236,325112400,11.63573398,1.163573398,1.608756252,0.160875625,73.63573398,7.363573398,1.608756252,0.160875625,361236,0,0,0,0,361236,0,0,0,0
1638,Ravalli County,Montana,55275,Alfalfa,Ravalli,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1603,1638,406030,365427000,0.797803118,0.079780312,6.073756603,0.60737566,68.29780312,6.829780312,6.073756603,0.60737566,406030,220359,54.27160555,19832.31,49006.66195,406030,220359,54.27160555,19832.31,49006.66195
1639,Richland County,Montana,1012735,Spring Wheat,Richland,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1604,1639,1695799,1526219100,7.299510142,0.729951014,2.179051137,0.217905114,72.29951014,7.229951014,2.179051137,0.217905114,1695799,0,0,0,0,1695799,120849,7.126375237,10876.41,26876.17066
1640,Roosevelt County,Montana,1566775,Spring Wheat,Roosevelt,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1605,1640,3071789,2764610100,7.239968305,0.723996831,1.657664636,0.165766464,72.23996831,7.223996831,1.657664636,0.165766464,3071789,0,0,0,0,3071789,105827,3.445125951,9524.43,23535.35828
1641,Rosebud County,Montana,235523,Alfalfa,Rosebud,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1606,1641,586453,527807700,4.820364974,0.482036497,2.110361912,0.211036191,72.32036497,7.232036497,2.110361912,0.211036191,586453,10708,1.825892271,963.72,2381.401877,586453,70075,11.94895414,6306.75,15584.30487
1642,Sanders County,Montana,90538,Alfalfa,Sanders,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1607,1642,196809,177128100,0.626234064,0.062623406,5.841031266,0.584103127,68.12623406,6.812623406,5.841031266,0.584103127,196809,87255,44.33486273,7852.95,19405.0449,196809,111516,56.66204289,10036.44,24800.56142
1643,Sheridan County,Montana,1394169,Durum Wheat,Sheridan,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1608,1643,2610032,2349028800,4.200154251,0.420015425,1.73882429,0.173882429,71.70015425,7.170015425,1.73882429,0.173882429,2610032,31391,1.202705561,2825.19,6981.190355,2610032,184975,7.08707786,16647.75,41137.44978
1644,Silver Bow County,Montana,8812,Alfalfa,Silver Bow,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1609,1644,20032,18028800,-1.150658946,-0.115065895,6.272775241,0.627277524,66.34934105,6.634934105,6.272775241,0.627277524,20032,10586,52.84544728,952.74,2354.26973,20032,10586,52.84544728,952.74,2354.26973
1645,Stillwater County,Montana,491431,Alfalfa,Stillwater,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1610,1645,522608,470347200,5.490711968,0.549071197,2.319668258,0.231966826,72.99071197,7.299071197,2.319668258,0.231966826,522608,9850,1.884777883,886.5,2190.58727,522608,32544,6.227229587,2928.96,7237.611383
1646,Sweet Grass County,Montana,212919,Alfalfa,Sweet Grass,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1611,1646,191175,172057500,2.382202171,0.238220217,2.46508369,0.246508369,69.88220217,6.988220217,2.46508369,0.246508369,191175,20566,10.75768275,1850.94,4573.768304,191175,72529,37.93853799,6527.61,16130.06133
1647,Teton County,Montana,572832,Winter Wheat,Teton,6.5,6.5,No internet available winter wheat soil pH recommendation for Montana. Took a recommendation for Cornell https://agresearch.montana.edu/wtarc/producerinfo/agronomy-nutrient-management/Alfalfa/AlfalfaEstablishment.pdf,"""September 2024""",1612,1647,2171383,1954244700,8.900565216,0.890056522,1.333640273,0.133364027,73.90056522,7.390056522,1.333640273,0.133364027,2171383,249,0.011467346,22.41,55.37626703,2171383,249,0.011467346,22.41,55.37626703
1648,Toole County,Montana,941106,Spring Wheat,Toole,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1613,1648,2908358,2617522200,8.737726924,0.873772692,2.075262408,0.207526241,73.73772692,7.373772692,2.075262408,0.207526241,2908358,8,0.000275069,0.72,1.779157174,2908358,76372,2.625949075,6873.48,16984.72396
1649,Treasure County,Montana,70623,Alfalfa,Treasure,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1614,1649,161919,145727100,4.008322062,0.400832206,1.173751317,0.117375132,71.50832206,7.150832206,1.173751317,0.117375132,161919,1066,0.658353868,95.94,237.0726934,161919,8266,5.105021647,743.94,1838.31415
1650,Valley County,Montana,1606112,Spring Wheat,Valley,6.5,7,No available montana recommendation for spring wheat; took a general recommendation from michigan state: https://www.canr.msu.edu/uploads/resources/pdfs/e2526.pdf,"""September 2024""",1615,1650,3226877,2904189300,8.709811995,0.870981199,1.434194783,0.143419478,73.70981199,7.370981199,1.434194783,0.143419478,3226877,531,0.016455539,47.79,118.0915574,3226877,11485,0.355916882,1033.65,2554.202517
1651,Wheatland County,Montana,364803,Alfalfa,Wheatland,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1616,1651,447208,402487200,7.007374644,0.700737464,2.215391968,0.221539197,74.50737464,7.450737464,2.215391968,0.221539197,447208,7682,1.717768913,691.38,1708.435676,447208,25925,5.797078764,2333.25,5765.581216
1652,Wibaux County,Montana,163679,Alfalfa,Wibaux,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1617,1652,483519,435167100,2.962110072,0.296211007,1.971045724,0.197104572,70.46211007,7.046211007,1.971045724,0.197104572,483519,33591,6.947193388,3023.19,7470.458578,483519,197899,40.92889835,17810.91,44011.67819
1653,Yellowstone County,Montana,444136,Alfalfa,Yellowstone,6.75,7,range of 6.5-7 https://animalrange.montana.edu/documents/extension/alfalfaest.pdf,"""September 2024""",1618,1653,1182236,1064012400,4.938374402,0.49383744,1.972445774,0.197244577,72.4383744,7.24383744,1.972445774,0.197244577,1182236,1241,0.104970581,111.69,275.9917566,1182236,62913,5.321526328,5662.17,13991.51441
