County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,FID_1,OBJECTID,COUNT,AREA,MeanDeltaTimesTen,EBK_minus_avg_rec_mean,STDDeltaTimesTen,EBK_minus_avg_rec_STD,MEANEBKtimesTen,MeanEBK,STDEBKtimesTen,STDEBK,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
1171,Washington Parish,Louisiana,9027,Corn,Washington,6.1,6.1,https://www.lsuagcenter.com/articles/page1643740702382,"""September 2024""",1171,1136,382865,344578500,2.770652841,0.277065284,0.935245933,0.093524593,63.77065284,6.377065284,0.935245933,0.093524593,382865,7655,1.999399266,688.95,1702.431021,382865,7655,1.999399266,688.95,1702.431021
1172,Webster Parish,Louisiana,1963,Other Hay/Non Alfalfa,Webster,5.2,5.5,"4.9 for summer crops, 5.5 for winter crops https://www.labeef.org/Media/LACattle/Docs/pasture-fertilization-in-louisiana.pdf","""September 2024""",1172,1137,168035,151231500,10.39891094,1.039891094,1.195461609,0.119546161,62.39891094,6.239891094,1.195461609,0.119546161,168035,0,0,0,0,168035,0,0,0,0
1173,West Baton Rouge Parish,Louisiana,85333,Sugarcane,West Baton Rouge,6.5,6.5,"*lime if lower than 5.2 (loamy clayey soils) ""https://www.loc.gov/resource/g4011j.ct011078/?r=0.042,0.096,0.561,0.36,0https://www.lsuagcenter.com/articles/page1641506526067#:~:text=Soil%20pH%20is%20lower%20than,during%20the%20fall%20or%20winter.""","""September 2024""",1173,1138,180051,162045900,-4.404768649,-0.440476865,0.928038378,0.092803838,60.59523135,6.059523135,0.928038378,0.092803838,180051,180051,100,16204.59,40042.37853,180051,180051,100,16204.59,40042.37853
1174,West Carroll Parish,Louisiana,333453,Soybeans,West Carroll,6.1,6.1,https://www.lsuagcenter.com/~/media/system/f/4/b/e/f4be899517b9b4e04b28392278fd22c2/p3664_lasoybeannutrienthandbooknew_rch1018_tspiveypdf.pdf,"""September 2024""",1174,1139,782625,704362500,-3.623515732,-0.362351573,1.858712518,0.185871252,57.37648427,5.737648427,1.858712518,0.185871252,782625,782625,100,70436.25,174051.6104,782625,782625,100,70436.25,174051.6104
1175,West Feliciana Parish,Louisiana,26719,Soybeans,West Feliciana,6.1,6.1,https://www.lsuagcenter.com/~/media/system/f/4/b/e/f4be899517b9b4e04b28392278fd22c2/p3664_lasoybeannutrienthandbooknew_rch1018_tspiveypdf.pdf,"""September 2024""",1175,1140,219740,197766000,-0.928383544,-0.092838354,0.864697462,0.086469746,60.07161646,6.007161646,0.864697462,0.086469746,219740,158167,71.97915719,14235.03,35175.49409,219740,158167,71.97915719,14235.03,35175.49409
1176,Winn Parish,Louisiana,2015,Soybeans,Winn,6.1,6.1,https://www.lsuagcenter.com/~/media/system/f/4/b/e/f4be899517b9b4e04b28392278fd22c2/p3664_lasoybeannutrienthandbooknew_rch1018_tspiveypdf.pdf,"""September 2024""",1176,1141,47892,43102800,-4.229829617,-0.422982962,1.017750107,0.101775011,56.77017038,5.677017038,1.017750107,0.101775011,47892,47888,99.99164787,4309.92,10650.03484,47892,47888,99.99164787,4309.92,10650.03484
1177,Androscoggin County,Maine,92570,Other Hay/Non Alfalfa,Androscoggin,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1177,1142,159538,143584200,-5.213547869,-0.521354787,0.897041671,0.089704167,54.78645213,5.478645213,0.897041671,0.089704167,159538,159538,100,14358.42,35480.39715,159538,159538,100,14358.42,35480.39715
1178,Aroostook County,Maine,332605,Potatoes,Aroostook,6,6.5,"Range 5.5-6.5; took average https://extension.umaine.edu/publications/1085e/#:~:text=Recommended%20soil%20pH%20for%20potatoes,for%20potatoes%20is%205.5%E2%80%936.5.","""September 2024""",1178,1143,1336095,1202485500,-3.160987056,-0.316098706,1.672267407,0.167226741,56.83901294,5.683901294,1.672267407,0.167226741,1336095,1336095,100,120248.55,297140.3755,1336095,1336095,100,120248.55,297140.3755
1179,Cumberland County,Maine,94449,Other Hay/Non Alfalfa,Cumberland,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1179,1144,159739,143765100,-4.631342377,-0.463134238,0.86391521,0.086391521,55.36865762,5.536865762,0.86391521,0.086391521,159739,159739,100,14376.51,35525.09847,159739,159739,100,14376.51,35525.09847
1180,Franklin County,Maine,73146,Other Hay/Non Alfalfa,Franklin,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1180,1145,87055,78349500,-5.58465338,-0.558465338,0.884988607,0.088498861,54.41534662,5.441534662,0.884988607,0.088498861,87055,87055,100,7834.95,19360.56597,87055,87055,100,7834.95,19360.56597
1181,Hancock County,Maine,70511,Blueberries,Hancock,4,4,Target pH https://extension.umaine.edu/blueberries/factsheets/management/254-cultural-management-ph/,"""September 2024""",1181,1146,33135,29821500,16.40712238,1.640712238,1.50556454,0.150556454,56.40712238,5.640712238,1.50556454,0.150556454,33135,0,0,0,0,33135,0,0,0,0
1182,Kennebec County,Maine,176757,Other Hay/Non Alfalfa,Kennebec,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1182,1147,292858,263572200,-5.702258432,-0.570225843,0.820562818,0.082056282,54.29774157,5.429774157,0.820562818,0.082056282,292858,292858,100,26357.22,65130.05145,292858,292858,100,26357.22,65130.05145
1183,Knox County,Maine,25838,Other Hay/Non Alfalfa,Knox,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1183,1148,72632,65368800,-5.022620883,-0.502262088,0.148691557,0.014869156,54.97737912,5.497737912,0.148691557,0.014869156,72632,72632,100,6536.88,16152.96798,72632,72632,100,6536.88,16152.96798
1184,Lincoln County,Maine,32819,Other Hay/Non Alfalfa,Lincoln,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1184,1149,77525,69772500,-5.406036762,-0.540603676,0.491091549,0.049109155,54.59396324,5.459396324,0.491091549,0.049109155,77525,77525,100,6977.25,17241.14499,77525,77525,100,6977.25,17241.14499
1185,Oxford County,Maine,98093,Other Hay/Non Alfalfa,Oxford,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1185,1150,147766,132989400,-4.800705169,-0.480070517,1.90497417,0.190497417,55.19929483,5.519929483,1.90497417,0.190497417,147766,147766,100,13298.94,32862.36737,147766,147766,100,13298.94,32862.36737
1186,Penobscot County,Maine,209452,Other Hay/Non Alfalfa,Penobscot,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1186,1151,363164,326847600,-1.769063013,-0.176906301,0.859740104,0.08597401,58.23093699,5.823093699,0.859740104,0.08597401,363164,363164,100,32684.76,80765.72948,363164,363164,100,32684.76,80765.72948
1187,Piscataquis County,Maine,57845,Other Hay/Non Alfalfa,Piscataquis,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1187,1152,83317,74985300,-1.071666047,-0.107166605,0.409084081,0.040908408,58.92833395,5.892833395,0.409084081,0.040908408,83317,79249,95.11744302,7132.41,17624.55336,83317,83317,100,7498.53,18529.25478
1188,Sagadahoc County,Maine,22403,Other Hay/Non Alfalfa,Sagadahoc,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1188,1153,52845,47560500,-5.968700918,-0.596870092,0.174124811,0.017412481,54.03129908,5.403129908,0.174124811,0.017412481,52845,52845,100,4756.05,11752.44511,52845,52845,100,4756.05,11752.44511
1189,Somerset County,Maine,190395,Other Hay/Non Alfalfa,Somerset,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1189,1154,268798,241918200,-3.615372882,-0.361537288,1.757024307,0.175702431,56.38462712,5.638462712,1.757024307,0.175702431,268798,268479,99.88132352,24163.11,59708.29235,268798,268798,100,24191.82,59779.23625
1190,Waldo County,Maine,113177,Other Hay/Non Alfalfa,Waldo,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1190,1155,179643,161678700,-4.865945236,-0.486594524,0.78937438,0.078937438,55.13405476,5.513405476,0.78937438,0.078937438,179643,179643,100,16167.87,39951.64152,179643,179643,100,16167.87,39951.64152
1192,York County,Maine,95568,Other Hay/Non Alfalfa,York,6,6.6,"Took the 3 most common varieties of non-alfalfa hay grass in Maine, created unweighted average pH of their state-wide recs ""https://extension.umaine.edu/publications/2272e/#Table%203https://extension.umaine.edu/publications/2265e/#:~:text=Timothy%20(Phleum%20pratense%20L.),red%20clover%2C%20or%20birdsfoot%20trefoil.""","""September 2024""",1192,1156,151966,136769400,-2.534599845,-0.253459984,1.942109228,0.194210923,57.46540016,5.746540016,1.942109228,0.194210923,151966,131970,86.84179356,11877.3,29349.42153,151966,151966,100,13676.94,33796.42488
1193,Allegany County,Maryland,9361,Other Hay/Non Alfalfa,Allegany,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1193,1157,109384,98445600,-6.275168215,-0.627516821,1.303394855,0.130339485,56.22483179,5.622483179,1.303394855,0.130339485,109384,109384,100,9844.56,24326.41604,109384,109384,100,9844.56,24326.41604
1194,Anne Arundel County,Maryland,26231,Soybeans,Anne Arundel,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1194,1158,115099,103589100,-7.428227005,-0.7428227,1.50264852,0.150264852,55.071773,5.5071773,1.50264852,0.150264852,115099,115099,100,10358.91,25597.40144,115099,115099,100,10358.91,25597.40144
1195,Baltimore County,Maryland,73756,Corn,Baltimore County,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1195,1159,379881,341892900,-4.198339743,-0.419833974,2.256666297,0.22566663,58.30166026,5.830166026,2.256666297,0.22566663,379881,379881,100,34189.29,84483.50079,379881,379881,100,34189.29,84483.50079
1196,Calvert County,Maryland,17787,Soybeans,Calvert,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1196,1160,77185,69466500,-6.127207359,-0.612720736,1.319195511,0.131919551,56.37279264,5.637279264,1.319195511,0.131919551,77185,77185,100,6946.65,17165.53081,77185,77185,100,6946.65,17165.53081
1197,Caroline County,Maryland,184599,Corn,Caroline,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1197,1161,512713,461441700,-8.692710152,-0.869271015,1.848929617,0.184892962,53.80728985,5.380728985,1.848929617,0.184892962,512713,512713,100,46144.17,114024.6265,512713,512713,100,46144.17,114024.6265
1198,Carroll County,Maryland,134052,Corn,Carroll,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1198,1162,644320,579888000,-3.18514558,-0.318514558,2.053281845,0.205328184,59.31485442,5.931485442,2.053281845,0.205328184,644320,631883,98.06974795,56869.47,140527.3965,644320,644320,100,57988.8,143293.3188
1199,Cecil County,Maryland,97229,Corn,Cecil,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1199,1163,388577,349719300,-7.33002854,-0.733002854,1.587928025,0.158792803,55.16997146,5.516997146,1.587928025,0.158792803,388577,388577,100,34971.93,86417.44463,388577,388577,100,34971.93,86417.44463
1200,Charles County,Maryland,47673,Soybeans,Charles,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1200,1164,182216,163994400,-3.790451991,-0.379045199,1.271288467,0.127128847,58.70954801,5.870954801,1.271288467,0.127128847,182216,182216,100,16399.44,40523.86294,182216,182216,100,16399.44,40523.86294
1201,Dorchester County,Maryland,208775,Soybeans,Dorchester,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1201,1165,470929,423836100,-6.702111146,-0.670211115,0.919446759,0.091944676,55.79788885,5.579788885,0.919446759,0.091944676,470929,470929,100,42383.61,104732.0886,470929,470929,100,42383.61,104732.0886
1202,Frederick County,Maryland,164643,Soybeans,Frederick,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1202,1166,883261,794934900,-5.953467322,-0.595346732,2.17042648,0.217042648,56.54653268,5.654653268,2.17042648,0.217042648,883261,874035,98.95546164,78663.15,194380.705,883261,883261,100,79493.49,196432.518
1203,Garrett County,Maryland,46105,Other Hay/Non Alfalfa,Garrett,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1203,1167,319097,287187300,-4.102478243,-0.410247824,1.406849763,0.140684976,58.39752176,5.839752176,1.406849763,0.140684976,319097,319097,100,28718.73,70965.46458,319097,319097,100,28718.73,70965.46458
1204,Harford County,Maryland,86837,Corn,Harford,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1204,1168,373400,336060000,-5.719852705,-0.57198527,1.724834072,0.172483407,56.7801473,5.67801473,1.724834072,0.172483407,373400,373400,100,33606,83042.16108,373400,373400,100,33606,83042.16108
1205,Howard County,Maryland,23901,Corn,Howard,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1205,1169,169626,152663400,-5.283193614,-0.528319361,1.213068745,0.121306875,57.21680639,5.721680639,1.213068745,0.121306875,169626,169626,100,15266.34,37723.91434,169626,169626,100,15266.34,37723.91434
1206,Kent County,Maryland,193541,Corn,Kent,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1206,1170,498379,448541100,-9.519178176,-0.951917818,1.300530986,0.130053099,52.98082182,5.298082182,1.300530986,0.130053099,498379,498379,100,44854.11,110836.8216,498379,498379,100,44854.11,110836.8216
1207,Montgomery County,Maryland,58104,Soybeans,Montgomery,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1207,1171,319713,287741700,-8.39020778,-0.839020778,1.721724097,0.17217241,54.10979222,5.410979222,1.721724097,0.17217241,319713,319713,100,28774.17,71102.45968,319713,319713,100,28774.17,71102.45968
1208,Prince George's County,Maryland,23696,Soybeans,Prince George's,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1208,1172,122769,110492100,-6.52074628,-0.652074628,1.391669604,0.13916696,55.97925372,5.597925372,1.391669604,0.13916696,122769,122769,100,11049.21,27303.16838,122769,122769,100,11049.21,27303.16838
1209,Queen Anne's County,Maryland,230018,Soybeans,Queen Anne's,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1209,1173,610768,549691200,-9.700498389,-0.970049839,0.974548205,0.097454821,52.79950161,5.279950161,0.974548205,0.097454821,610768,610768,100,54969.12,135831.5336,610768,610768,100,54969.12,135831.5336
1210,St. Mary's County,Maryland,69396,Soybeans,St. Mary's,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1210,1174,219554,197598600,-3.939030945,-0.393903094,0.845714766,0.084571477,58.56096906,5.856096906,0.845714766,0.084571477,219554,219554,100,19759.86,48827.63426,219554,219554,100,19759.86,48827.63426
1211,Somerset County,Maryland,77476,Soybeans,Somerset,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1211,1175,195141,175626900,-7.249545201,-0.72495452,1.390798577,0.139079858,55.2504548,5.52504548,1.390798577,0.139079858,195141,195141,100,17562.69,43398.31375,195141,195141,100,17562.69,43398.31375
1212,Talbot County,Maryland,167923,Soybeans,Talbot,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1212,1176,408122,367309800,-7.562069675,-0.756206968,1.54686252,0.154686252,54.93793032,5.493793032,1.54686252,0.154686252,408122,408122,100,36730.98,90764.148,408122,408122,100,36730.98,90764.148
1213,Washington County,Maryland,100419,Corn,Washington,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1213,1177,533337,480003300,-4.370040893,-0.437004089,1.631487347,0.163148735,58.12995911,5.812995911,1.631487347,0.163148735,533337,533337,100,48000.33,118611.2937,533337,533337,100,48000.33,118611.2937
1214,Wicomico County,Maryland,143220,Soybeans,Wicomico,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1214,1178,333667,300300300,-5.881545073,-0.588154507,1.110407311,0.111040731,56.61845493,5.661845493,1.110407311,0.111040731,333667,333667,100,30030.03,74205.75458,333667,333667,100,30030.03,74205.75458
1215,Worcester County,Maryland,165405,Soybeans,Worcester,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1215,1179,390363,351326700,-8.419797727,-0.841979773,1.162585971,0.116258597,54.08020227,5.408020227,1.162585971,0.116258597,390363,390363,100,35132.67,86814.64147,390363,390363,100,35132.67,86814.64147
1216,Baltimore city,Maryland,63,Other Hay/Non Alfalfa,Baltimore City,6.25,6.5,"Blanket recommendation for 'most agronomic crops', low data, likely incl. corn soy and hay; alfalfa distinguished. https://extension.umd.edu/sites/extension.umd.edu/files/2021-04/SFM-5.pdf","""September 2024""",1216,1180,190,171000,-7.542105263,-0.754210526,2.245068464,0.224506846,54.95789474,5.495789474,2.245068464,0.224506846,190,190,100,17.1,42.25498287,190,190,100,17.1,42.25498287
1217,Barnstable County,Massachusetts,3868,Other Hay/Non Alfalfa,Barnstable,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1217,1181,1525,1372500,-1.463934426,-0.146393443,0.264905048,0.026490505,56.03606557,5.603606557,0.264905048,0.026490505,1525,1498,98.2295082,134.82,333.1471808,1525,1525,100,137.25,339.1518362
1218,Berkshire County,Massachusetts,105997,Other Hay/Non Alfalfa,Berkshire,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1218,1182,187504,168753600,-2.112872259,-0.211287226,1.419053425,0.141905342,55.38712774,5.538712774,1.419053425,0.141905342,187504,187504,100,16875.36,41699.88584,187504,187504,100,16875.36,41699.88584
1219,Bristol County,Massachusetts,59217,Other Hay/Non Alfalfa,Bristol,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1219,1183,65365,58828500,-0.801093858,-0.080109386,0.474793723,0.047479372,56.69890614,5.669890614,0.474793723,0.047479372,65365,65365,100,5882.85,14536.82608,65365,65365,100,5882.85,14536.82608
1220,Dukes County,Massachusetts,5563,Other Hay/Non Alfalfa,Dukes,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1220,1184,9241,8316900,-0.480521589,-0.048052159,0.138199142,0.013819914,57.01947841,5.701947841,0.138199142,0.013819914,9241,9061,98.05215886,815.49,2015.117894,9241,9241,100,831.69,2055.14893
1221,Essex County,Massachusetts,34816,Other Hay/Non Alfalfa,Essex,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1221,1185,51311,46179900,0.317368595,0.03173686,0.487483634,0.048748363,57.8173686,5.78173686,0.487483634,0.048748363,51311,10393,20.2549161,935.37,2311.347563,51311,51311,100,4617.99,11411.29172
1222,Franklin County,Massachusetts,82637,Other Hay/Non Alfalfa,Franklin,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1222,1186,158633,142769700,-3.077792767,-0.307779277,1.025769866,0.102576987,54.42220723,5.442220723,1.025769866,0.102576987,158633,158633,100,14276.97,35279.12999,158633,158633,100,14276.97,35279.12999
1223,Hampden County,Massachusetts,37022,Other Hay/Non Alfalfa,Hampden,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1223,1187,76740,69066000,-5.154182955,-0.515418296,0.955831363,0.095583136,52.34581704,5.234581704,0.955831363,0.095583136,76740,76740,100,6906.6,17066.56519,76740,76740,100,6906.6,17066.56519
1224,Hampshire County,Massachusetts,72575,Other Hay/Non Alfalfa,Hampshire,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1224,1188,147258,132532200,-4.290347553,-0.429034755,1.14615439,0.114615439,53.20965245,5.320965245,1.14615439,0.114615439,147258,147258,100,13253.22,32749.39089,147258,147258,100,13253.22,32749.39089
1225,Middlesex County,Massachusetts,35679,Other Hay/Non Alfalfa,Middlesex,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1225,1189,65698,59128200,-3.182638741,-0.318263874,1.418785918,0.141878592,54.31736126,5.431736126,1.418785918,0.141878592,65698,65599,99.84931048,5903.91,14588.86643,65698,65698,100,5912.82,14610.8835
1226,Nantucket County,Massachusetts,626,Other Hay/Non Alfalfa,Nantucket,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1226,1190,737,663300,-0.02238806,-0.002238806,0.499498523,0.049949852,57.47761194,5.747761194,0.499498523,0.049949852,737,385,52.23880597,34.65,85.62193898,737,737,100,66.33,163.9048546
1227,Norfolk County,Massachusetts,14323,Other Hay/Non Alfalfa,Norfolk,5.75,6,Took an average of 5.5-6 from source p. 159 https://www.mass.gov/doc/complete-erosion-and-sedimentation-control-guidelines-a-guide-for-planners-designers-and/download,"""September 2024""",1227,1191,15206,13685400,-1.499671182,-0.149967118,0.033434587,0.003343459,56.00032882,5.600032882,0.033434587,0.003343459,15206,15206,100,1368.54,3381.732998,15206,15206,100,1368.54,3381.732998
